School Number,School Name,School Level,Public_Private,Enrolment,Academic Year
579610,W H Ballard PS,Elementary,Public,568,2016-2017
950653,Waterdown DHS,Secondary,Public,1179,2016-2017
951820,Westdale SS,Secondary,Public,1286,2016-2017
952478,Westmount SS,Secondary,Public,1422,2016-2017
602957,Westview Md S,Elementary,Public,223,2016-2017
603538,Westwood Jr PS,Elementary,Public,258,2016-2017
615498,Winona Elementary E S,Elementary,Public,873,2016-2017
624721,Yorkview S,Elementary,Public,190,2016-2017
008795,École élémentaire Michaëlle Jean E S,Elementary,Public,194,2016-2017
026743,Athol-South Marysburgh School PS,Elementary,Public,130,2016-2017
512796,Bayside PS,Elementary,Public,583,2016-2017
893803,Bayside SS,Secondary,Public,760,2016-2017
049506,Birds Creek PS,Elementary,Public,147,2016-2017
000221,Breadner E S,Elementary,Public,310,2016-2017
122661,C M L Snider E S,Elementary,Public,233,2016-2017
899275,Centennial SS,Secondary,Public,729,2016-2017
900478,Centre Hastings SS,Secondary,Public,564,2016-2017
114731,Coe Hill PS,Elementary,Public,42,2016-2017
117595,College Street PS,Elementary,Public,188,2016-2017
139173,Deseronto PS,Elementary,Public,162,2016-2017
157767,Earl Prentice PS,Elementary,Public,143,2016-2017
202495,Foxboro PS,Elementary,Public,328,2016-2017
203130,Frankford PS,Elementary,Public,337,2016-2017
244600,Harmony PS,Elementary,Public,596,2016-2017
246034,Harry J Clarke PS,Elementary,Public,716,2016-2017
349909,Hermon PS,Elementary,Public,71,2016-2017
257478,Hillcrest PS,Elementary,Public,121,2016-2017
290130,Kente PS,Elementary,Public,216,2016-2017
328456,Madoc PS,Elementary,Public,380,2016-2017
092509,Madoc Township PS,Elementary,Public,121,2016-2017
344338,Marmora Sr PS,Elementary,Public,132,2016-2017
018279,Massassaga-Rednersville PS,Elementary,Public,137,2016-2017
349640,Maynooth PS,Elementary,Public,95,2016-2017
927252,Moira SS,Secondary,Public,638,2016-2017
929980,North Hastings HS,Secondary,Public,488,2016-2017
409839,North Trenton PS,Elementary,Public,78,2016-2017
433497,Park Dale PS,Elementary,Public,343,2016-2017
240826,Pinecrest Memorial E S,Elementary,Public,279,2016-2017
453382,Prince Charles PS,Elementary,Public,341,2016-2017
453641,Prince Charles PS,Elementary,Public,328,2016-2017
936618,Prince Edward CI,Secondary,Public,521,2016-2017
455598,Prince of Wales PS,Elementary,Public,282,2016-2017
462357,Queen Elizabeth PS,Elementary,Public,238,2016-2017
463264,Queen Elizabeth PS,Elementary,Public,203,2016-2017
465470,Queen Victoria S,Elementary,Public,245,2016-2017
937134,Quinte SS,Secondary,Public,580,2016-2017
515639,Sir John A Macdonald PS,Elementary,Public,348,2016-2017
096016,Sophiasburgh Central PS,Elementary,Public,138,2016-2017
478084,Stirling PS,Elementary,Public,713,2016-2017
600610,Susanna Moodie Sr E S,Elementary,Public,212,2016-2017
948705,Trenton HS,Secondary,Public,558,2016-2017
557146,Tweed E S,Elementary,Public,374,2016-2017
564133,Tyendinaga PS,Elementary,Public,325,2016-2017
568821,V P Carswell PS,Elementary,Public,166,2016-2017
901024,William R Kirk School,Secondary,Public,52,2016-2017
407275,York River PS,Elementary,Public,373,2016-2017
717312,Holy Name of Mary S,Elementary,Public,215,2016-2017
832634,Jeanne Sauvé Catholic S,Elementary,Public,334,2016-2017
747211,Our Lady of Mt Carmel S,Elementary,Public,124,2016-2017
706396,Precious Blood Sep S,Elementary,Public,228,2016-2017
867985,Sacred Heart Sep S,Elementary,Public,180,2016-2017
766976,St Aloysius S,Elementary,Public,225,2016-2017
768405,St Ambrose Sep S,Elementary,Public,198,2016-2017
771686,St Anne's Catholic S,Secondary,Public,565,2016-2017
868639,St Boniface Sep S,Elementary,Public,187,2016-2017
731226,St Columban Sep S,Elementary,Public,131,2016-2017
763721,St James Sep S,Elementary,Public,157,2016-2017
698334,St Joseph Sep S,Elementary,Public,231,2016-2017
812994,St Joseph Sep S,Elementary,Public,152,2016-2017
732788,St Mary's Sep S,Elementary,Public,235,2016-2017
827940,St Marys Sep S,Elementary,Public,312,2016-2017
832545,St Michael Catholic SS,Secondary,Public,821,2016-2017
705748,St Patricks Sep S,Elementary,Public,117,2016-2017
713678,St Patricks Sep S,Elementary,Public,106,2016-2017
713996,Holy Angels Learning Centre,Secondary,Public,115,2016-2017
817448,Holy Cross CS,Elementary,Public,586,2016-2017
716014,Holy Family CS,Elementary,Public,238,2016-2017
717410,Holy Name of Jesus CS,Elementary,Public,30,2016-2017
742929,Our Lady of Fatima CS,Elementary,Public,118,2016-2017
744093,Our Lady of Fatima CS,Elementary,Public,38,2016-2017
746045,Our Lady of Lourdes CS,Elementary,Public,325,2016-2017
745260,Our Lady of Lourdes French Immersion CS,Elementary,Public,204,2016-2017
755923,Sacred Heart CS,Elementary,Public,228,2016-2017
770094,St Ann CS,Elementary,Public,81,2016-2017
776335,St Basil CS,Elementary,Public,45,2016-2017
777765,St Bernadette CS,Elementary,Public,154,2016-2017
791024,St Francis French Immersion CS,Elementary,Public,315,2016-2017
731870,St Joseph CS,Elementary,Public,55,2016-2017
825999,St Mary CS,Elementary,Public,147,2016-2017
828467,St Mary's CS,Elementary,Public,111,2016-2017
776076,St Mary's College,Secondary,Public,1146,2016-2017
826901,St Mary's French Immersion CS,Elementary,Public,405,2016-2017
841986,St Paul CS,Elementary,Public,306,2016-2017
847577,St Pius X CS,Elementary,Public,92,2016-2017
852252,St Theresa CS,Elementary,Public,126,2016-2017
918598,Northern Lights SS,Secondary,Public,177,2016-2017
890464,Adam Scott C & VI,Secondary,Public,917,2016-2017
002194,Adam Scott Intermed S,Elementary,Public,230,2016-2017
020222,Apsley Central PS,Elementary,Public,125,2016-2017
020877,Armour Heights PS,Elementary,Public,228,2016-2017
242390,Baltimore PS,Elementary,Public,199,2016-2017
033812,Beatrice Strong PS,Elementary,Public,255,2016-2017
895539,Bowmanville HS,Secondary,Public,971,2016-2017
062995,Brighton PS,Elementary,Public,495,2016-2017
246425,Buckhorn PS,Elementary,Public,118,2016-2017
071056,Burnham S,Elementary,Public,254,2016-2017
102644,C R Gummow S,Elementary,Public,707,2016-2017
091855,Camborne PS,Elementary,Public,168,2016-2017
898260,Campbellford DHS,Secondary,Public,504,2016-2017
097187,Central PS,Elementary,Public,145,2016-2017
899224,Centre for Individual Studies,Secondary,Public,265,2016-2017
445658,Charles Bowman PS,Elementary,Public,711,2016-2017
105678,Chemong PS,Elementary,Public,437,2016-2017
901687,Clarington Central Secondary S,Secondary,Public,805,2016-2017
901512,Clarke HS,Secondary,Public,286,2016-2017
967836,Cobourg Collegiate Institute,Secondary,Public,1038,2016-2017
115380,Colborne S,Elementary,Public,128,2016-2017
504632,Courtice Intermediate S,Elementary,Public,208,2016-2017
069841,Courtice North PS,Elementary,Public,435,2016-2017
903078,Courtice SS,Secondary,Public,697,2016-2017
903337,Crestwood SS,Secondary,Public,687,2016-2017
131768,Dale Road Sr S,Elementary,Public,151,2016-2017
136891,Dr Emily Stowe S,Elementary,Public,330,2016-2017
124907,Dr G J MacGillivray PS,Elementary,Public,825,2016-2017
147621,Dr M S Hawkins Sr S,Elementary,Public,161,2016-2017
147826,Dr Ross Tilley PS,Elementary,Public,494,2016-2017
434858,Duke of Cambridge Public School,Elementary,Public,814,2016-2017
906719,East Northumberland SS,Secondary,Public,953,2016-2017
166340,Edmison Heights PS,Elementary,Public,623,2016-2017
182338,Enniskillen PS,Elementary,Public,185,2016-2017
056723,Ganaraska Trail Public School,Elementary,Public,470,2016-2017
240184,Grafton PS,Elementary,Public,262,2016-2017
242780,Hampton Jr PS,Elementary,Public,175,2016-2017
244422,Harold Longworth PS,Elementary,Public,483,2016-2017
249939,Hastings PS,Elementary,Public,121,2016-2017
250325,Havelock-Belmont PS,Elementary,Public,255,2016-2017
255912,Highland Heights PS,Elementary,Public,173,2016-2017
256897,Hillcrest PS,Elementary,Public,246,2016-2017
282081,James Strath PS,Elementary,Public,670,2016-2017
357120,John M James S,Elementary,Public,391,2016-2017
287890,Kawartha Heights PS,Elementary,Public,230,2016-2017
288802,Keith Wightman PS,Elementary,Public,262,2016-2017
919195,Kenner C & VI,Secondary,Public,543,2016-2017
289884,Kenner Intermediate S,Elementary,Public,173,2016-2017
289841,Kent PS,Elementary,Public,252,2016-2017
295698,King George PS,Elementary,Public,239,2016-2017
301639,Kirby Centennial PS,Elementary,Public,92,2016-2017
303984,Lakefield Intermed S,Elementary,Public,93,2016-2017
325040,Lydia Trull PS,Elementary,Public,303,2016-2017
551333,M J Hobbs Sr PS,Elementary,Public,217,2016-2017
241091,Merwin Greer S,Elementary,Public,100,2016-2017
364665,Millbrook/South Cavan PS,Elementary,Public,438,2016-2017
380733,Murray Centennial PS,Elementary,Public,519,2016-2017
384747,Newcastle PS,Elementary,Public,631,2016-2017
403334,North Cavan PS,Elementary,Public,144,2016-2017
091987,North Hope Central PS,Elementary,Public,113,2016-2017
403350,North Shore PS,Elementary,Public,351,2016-2017
515252,Northumberland Hills Public School,Elementary,Public,262,2016-2017
931543,Norwood District HS,Secondary,Public,262,2016-2017
412171,Norwood District PS,Elementary,Public,346,2016-2017
109010,Orono PS,Elementary,Public,132,2016-2017
428680,Otonabee Valley PS,Elementary,Public,244,2016-2017
439983,Percy Centennial PS,Elementary,Public,229,2016-2017
935182,Peterborough C & VS,Secondary,Public,317,2016-2017
241610,Plainville PS,Elementary,Public,162,2016-2017
936090,Port Hope HS,Secondary,Public,358,2016-2017
454818,Prince of Wales PS,Elementary,Public,561,2016-2017
462225,Queen Elizabeth PS,Elementary,Public,222,2016-2017
464562,Queen Mary PS,Elementary,Public,369,2016-2017
467529,R F Downey PS,Elementary,Public,241,2016-2017
304034,Ridpath Jr PS,Elementary,Public,435,2016-2017
489298,Roger Neilson PS,Elementary,Public,260,2016-2017
491632,Roseneath Centennial PS,Elementary,Public,159,2016-2017
501557,S T Worden PS,Elementary,Public,205,2016-2017
062340,Smithfield PS,Elementary,Public,148,2016-2017
527661,Spring Valley PS,Elementary,Public,210,2016-2017
381233,Stockdale PS,Elementary,Public,186,2016-2017
551074,Terry Fox PS,Elementary,Public,391,2016-2017
110728,The Pines Sr PS,Elementary,Public,191,2016-2017
947563,Thomas A Stewart SS,Secondary,Public,1149,2016-2017
578053,Vincent Massey PS,Elementary,Public,356,2016-2017
587150,Warsaw PS,Elementary,Public,112,2016-2017
587443,Waverley PS,Elementary,Public,355,2016-2017
602361,Westmount PS,Elementary,Public,505,2016-2017
894230,Beaver Brae SS,Secondary,Public,544,2016-2017
583403,Beaver Brae Sr E S,Elementary,Public,191,2016-2017
122017,Crolancia Elementary S,Elementary,Public,57,2016-2017
902748,Crolancia Secondary S,Secondary,Public,25,2016-2017
905283,Dryden HS,Secondary,Public,698,2016-2017
157503,Ear Falls PS,Elementary,Public,129,2016-2017
190390,Evergreen PS,Elementary,Public,160,2016-2017
030759,Golden Learning Centre,Elementary,Public,163,2016-2017
275026,Ignace Elementary S,Elementary,Public,97,2016-2017
918113,Ignace Secondary S,Secondary,Public,69,2016-2017
288675,Keewatin PS,Elementary,Public,76,2016-2017
296996,King George VI PS,Elementary,Public,244,2016-2017
570516,Lillian Berg PS,Elementary,Public,68,2016-2017
406929,New Prospect PS,Elementary,Public,359,2016-2017
486663,Open Roads PS,Elementary,Public,397,2016-2017
936871,Queen Elizabeth DHS,Secondary,Public,503,2016-2017
937789,Red Lake DHS,Secondary,Public,253,2016-2017
478997,Red Lake Madsen PS,Elementary,Public,151,2016-2017
501484,Savant Lake PS,Elementary,Public,5,2016-2017
514659,Sioux Mountain PS,Elementary,Public,359,2016-2017
515000,Sioux Narrows PS,Elementary,Public,5,2016-2017
566489,Upsala PS,Elementary,Public,5,2016-2017
569739,Valleyview PS,Elementary,Public,339,2016-2017
806436,Pope John Paul II,Elementary,Public,285,2016-2017
805068,St John S,Elementary,Public,142,2016-2017
819360,St Louis Sep S,Elementary,Public,172,2016-2017
864617,St Thomas Aquinas HS,Elementary,Public,192,2016-2017
864471,St Thomas Aquinas HS,Secondary,Public,383,2016-2017
821225,É Ste Marguerite Bourgeoys,Elementary,Public,308,2016-2017
004952,Agnew H Johnston PS,Elementary,Public,527,2016-2017
011517,Algonquin Avenue PS,Elementary,Public,317,2016-2017
021008,Armstrong Elementary S,Elementary,Public,112,2016-2017
118575,Bernier-Stokes E S,Elementary,Public,5,2016-2017
072877,C D Howe PS,Elementary,Public,133,2016-2017
130982,Claude E Garton PS,Elementary,Public,419,2016-2017
127868,Crestview PS,Elementary,Public,189,2016-2017
236136,Ecole Gron Morgan PS,Elementary,Public,648,2016-2017
165808,Edgewater Park PS,Elementary,Public,187,2016-2017
198587,Five Mile PS,Elementary,Public,207,2016-2017
222372,Gorham and Ware Community PS,Elementary,Public,160,2016-2017
915424,Hammarskjold HS,Secondary,Public,773,2016-2017
274895,Hyde Park PS,Elementary,Public,176,2016-2017
287091,Kakabeka Falls District PS,Elementary,Public,158,2016-2017
300632,Kingsway Park PS,Elementary,Public,178,2016-2017
914410,Lakehead Alternative S,Secondary,Public,102,2016-2017
352764,McKellar Park Central PS,Elementary,Public,204,2016-2017
353159,McKenzie PS,Elementary,Public,60,2016-2017
409618,Nor'wester View PS,Elementary,Public,310,2016-2017
415553,Ogden Community PS,Elementary,Public,176,2016-2017
509566,Sherbrooke PS,Elementary,Public,135,2016-2017
942405,Sir Winston Churchill C & VI,Secondary,Public,593,2016-2017
202126,Sir Winston Churchill E S,Elementary,Public,59,2016-2017
530344,St James PS,Elementary,Public,147,2016-2017
950848,Superior C & VI,Secondary,Public,579,2016-2017
517216,Valley Central PS,Elementary,Public,211,2016-2017
570125,Vance Chapman PS,Elementary,Public,264,2016-2017
952087,Westgate C & VI,Secondary,Public,819,2016-2017
602620,Westmount PS,Elementary,Public,324,2016-2017
604992,Whitefish Valley PS,Elementary,Public,156,2016-2017
169207,Woodcrest PS,Elementary,Public,548,2016-2017
000078,A A Wright PS,Elementary,Public,278,2016-2017
001244,Aberarder Central S,Elementary,Public,115,2016-2017
891274,Alexander Mackenzie SS,Secondary,Public,440,2016-2017
895148,Blenheim DHS,Secondary,Public,313,2016-2017
055719,Bosanquet Central PS,Elementary,Public,183,2016-2017
061824,Bridgeview PS,Elementary,Public,173,2016-2017
062081,Brigden S,Elementary,Public,211,2016-2017
063517,Bright's Grove PS,Elementary,Public,338,2016-2017
066370,Brooke Central S,Elementary,Public,274,2016-2017
088609,Cathcart Boulevard PS,Elementary,Public,552,2016-2017
919322,Chatham-Kent SS,Secondary,Public,1163,2016-2017
118583,Colonel Cameron PS,Elementary,Public,198,2016-2017
120715,Confederation Central S,Elementary,Public,225,2016-2017
135135,Dawn-Euphemia S,Elementary,Public,129,2016-2017
148660,Dresden Area Central S,Elementary,Public,364,2016-2017
587281,East Lambton E S,Elementary,Public,210,2016-2017
185841,Errol Road PS,Elementary,Public,441,2016-2017
185833,Errol Village PS,Elementary,Public,176,2016-2017
226661,Grand Bend PS,Elementary,Public,232,2016-2017
230693,Gregory Drive PS,Elementary,Public,262,2016-2017
237329,H W Burgess PS,Elementary,Public,179,2016-2017
243175,Hanna Memorial PS,Elementary,Public,205,2016-2017
247197,Harwich-Raleigh PS,Elementary,Public,406,2016-2017
255394,High Park PS,Elementary,Public,392,2016-2017
275131,Indian Creek Road PS,Elementary,Public,524,2016-2017
918938,John McGregor SS,Secondary,Public,601,2016-2017
284386,John N Given PS,Elementary,Public,252,2016-2017
297127,King George VI PS,Elementary,Public,331,2016-2017
297380,King George VI PS,Elementary,Public,278,2016-2017
619787,Kinnwood Central PS,Elementary,Public,272,2016-2017
304140,Lakeroad PS,Elementary,Public,152,2016-2017
921408,Lambton Central C & VI,Secondary,Public,777,2016-2017
305510,Lambton Central Centennial S,Elementary,Public,199,2016-2017
921530,Lambton Kent Comp S,Secondary,Public,307,2016-2017
308307,Lansdowne PS,Elementary,Public,303,2016-2017
319872,London Road S,Elementary,Public,173,2016-2017
356026,McNaughton Ave PS,Elementary,Public,696,2016-2017
361895,Merlin Area PS,Elementary,Public,177,2016-2017
371610,Mooretown-Courtright S,Elementary,Public,99,2016-2017
265640,Naahii Ridge PS,Elementary,Public,268,2016-2017
910228,North Lambton SS,Secondary,Public,557,2016-2017
930636,Northern CI & VS,Secondary,Public,1065,2016-2017
432918,P.E. McGibbon PS,Elementary,Public,510,2016-2017
462748,Queen Elizabeth II C PS,Elementary,Public,318,2016-2017
462870,Queen Elizabeth II P PS,Elementary,Public,346,2016-2017
463000,Queen Elizabeth II S,Elementary,Public,274,2016-2017
938696,Ridgetown DHS,Secondary,Public,199,2016-2017
109920,Ridgetown DHS-Gr. 7 & 8,Elementary,Public,84,2016-2017
486922,Riverview Central S,Elementary,Public,158,2016-2017
491080,Rosedale PS,Elementary,Public,486,2016-2017
890861,SCITS-St. Clair Consolidated SS,Secondary,Public,1029,2016-2017
516074,Sir John Moore Community S,Elementary,Public,506,2016-2017
523321,South Plympton Central S,Elementary,Public,128,2016-2017
548707,Tecumseh PS,Elementary,Public,349,2016-2017
551147,Thamesville Area Central PS,Elementary,Public,139,2016-2017
556602,Tilbury Area PS,Elementary,Public,396,2016-2017
948446,Tilbury DHS,Secondary,Public,409,2016-2017
572853,Victor Lauriston PS,Elementary,Public,352,2016-2017
580007,W J Baird PS,Elementary,Public,193,2016-2017
950521,Wallaceburg DSS,Secondary,Public,630,2016-2017
570326,Wallaceburg DSS-Gr. 7 & 8,Elementary,Public,144,2016-2017
604054,Wheatley Area PS,Elementary,Public,185,2016-2017
615757,Winston Churchill PS,Elementary,Public,250,2016-2017
622257,Wyoming PS,Elementary,Public,122,2016-2017
625221,Zone Township Central S,Elementary,Public,131,2016-2017
258016,École Hillcrest PS,Elementary,Public,261,2016-2017
097055,Amherst Island PS,Elementary,Public,26,2016-2017
018791,AmherstView PS,Elementary,Public,541,2016-2017
033235,Bath PS,Elementary,Public,253,2016-2017
034959,Bayridge PS,Elementary,Public,380,2016-2017
893773,Bayridge SS,Secondary,Public,722,2016-2017
